Pin,Pin Name,Bank,IO Type
AT54,GND,NA,NA
AT55,GTM_RXP2_204,204,GTM
AT56,GTM_RXN2_204,204,GTM
AT57,GND,NA,NA
AT58,GND,NA,NA
AT6,GTYP_LPD_TXN1_104,104,GTYP
AT7,GTYP_LPD_TXP1_104,104,GTYP
AT8,GND,NA,NA
AT9,GND,NA,NA
AU1,GND,NA,NA
AU10,GND,NA,NA
AU11,GTYP_LPD_AVTT_RLC,NA,GTYP
AU12,GTYP_LPD_REFCLKN1_102,102,GTYP
AU13,GTYP_LPD_REFCLKP1_102,102,GTYP
AU14,GND,NA,NA
AU15,VCC_PSLP,NA,NA
AU16,VCCO_500,500,NA
AU17,GND,NA,NA
AU18,GND,NA,NA
AU19,VCC_CPM5,NA,NA
AU2,GND,NA,NA
AU20,GND,NA,NA
AU21,VCCAUX_SMON,NA,NA
AU22,GND_SMON,NA,NA
AU23,VCCINT,NA,NA
AU24,GND,NA,NA
AU25,VCCAUX,NA,NA
AU26,GND,NA,NA
AU27,VCCAUX,NA,NA
AU28,GND,NA,NA
AU29,VCCAUX,NA,NA
AU3,GTYP_LPD_RXN0_104,104,GTYP
AU30,GND,NA,NA
AU31,VCCAUX,NA,NA
AU32,GND,NA,NA
AU33,VCCAUX,NA,NA
AU34,GND,NA,NA
AU35,VCCINT,NA,NA
AU36,GND,NA,NA
AU37,VCCINT,NA,NA
AU38,GND,NA,NA
AU39,VCCINT,NA,NA
AU4,GTYP_LPD_RXP0_104,104,GTYP
AU40,GND,NA,NA
AU41,VCCINT,NA,NA
AU42,GND,NA,NA
AU43,GND,NA,NA
AU44,GTM_REFCLKP0_203,203,GTM
AU45,GTM_REFCLKN0_203,203,GTM
AU46,GTM_AVCC_LLC,NA,GTM
AU47,GND,NA,NA
AU48,GTM_AVTT_LLC,NA,GTM
AU49,GND,NA,NA
AU5,GND,NA,NA
AU50,GND,NA,NA
AU51,GND,NA,NA
AU52,GTM_TXP1_204,204,GTM
AU53,GTM_TXN1_204,204,GTM
AU54,GND,NA,NA
AU55,GND,NA,NA
AU56,GND,NA,NA
AU57,GTM_RXP1_204,204,GTM
AU58,GTM_RXN1_204,204,GTM
AU6,GND,NA,NA
AU7,GND,NA,NA
AU8,GTYP_LPD_TXN0_104,104,GTYP
AU9,GTYP_LPD_TXP0_104,104,GTYP
AV1,GND,NA,NA
AV10,GTYP_LPD_AVTTRCAL_RLC,NA,GTYP
AV11,GTYP_LPD_RREF_RLC,NA,GTYP
AV12,GND,NA,NA
AV13,GTYP_LPD_AVCCAUX_RLC,NA,GTYP
AV14,GND,NA,NA
AV15,VCC_PSLP,NA,NA
AV16,GND,NA,NA
AV17,POR_B_503,503,NA
AV18,VCC_CPM5,NA,NA
AV19,GND,NA,NA
AV2,GND,NA,NA
AV20,VCCINT,NA,NA
AV21,VP_500,500,NA
AV22,VREFN_500,500,NA
AV23,GND,NA,NA
AV24,VCCINT,NA,NA
AV25,GND,NA,NA
AV26,VCCINT,NA,NA
AV27,GND,NA,NA
AV28,VCCINT,NA,NA
AV29,GND,NA,NA
AV3,GND,NA,NA
AV30,VCCINT,NA,NA
AV31,GND,NA,NA
AV32,VCCINT,NA,NA
AV33,GND,NA,NA
AV34,VCCINT,NA,NA
AV35,GND,NA,NA
AV36,VCCINT,NA,NA
AV37,GND,NA,NA
AV38,VCCINT,NA,NA
AV39,GND,NA,NA
AV4,GND,NA,NA
AV40,VCCINT,NA,NA
AV41,GND,NA,NA
AV42,VCCINT_GT_L,NA,NA
AV43,GND,NA,NA
AV44,GTM_AVCCAUX_LLC,NA,GTM
AV45,GND,NA,NA
AV46,GTM_REFCLKP1_202,202,GTM
AV47,GTM_REFCLKN1_202,202,GTM
AV48,GTM_AVTT_LLC,NA,GTM
AV49,GND,NA,NA
AV5,GND,NA,NA
AV50,GTM_TXP0_204,204,GTM
AV51,GTM_TXN0_204,204,GTM
AV52,GND,NA,NA
AV53,GND,NA,NA
AV54,GND,NA,NA
AV55,GTM_RXP0_204,204,GTM
AV56,GTM_RXN0_204,204,GTM
AV57,GND,NA,NA
AV58,GND,NA,NA
AV6,GND,NA,NA
AV7,GND,NA,NA
AV8,GND,NA,NA
AV9,GND,NA,NA
AW1,GND,NA,NA
AW10,GND,NA,NA
AW11,GTYP_LPD_AVCCAUX_RS,NA,GTYP
AW12,GTYP_LPD_REFCLKN0_102,102,GTYP
AW13,GTYP_LPD_REFCLKP0_102,102,GTYP
AW14,GND,NA,NA
AW15,GND,NA,NA
AW16,VCC_PSLP,NA,NA
AW17,VCC_PSLP,NA,NA
AW18,GND,NA,NA
AW19,VCC_CPM5,NA,NA
AW2,GND,NA,NA
AW20,GND,NA,NA
AW21,VREFP_500,500,NA
AW22,VN_500,500,NA
AW23,VCCINT,NA,NA
AW24,GND,NA,NA
AW3,GTYP_LPD_RXN3_103,103,GTYP
AW35,VCCINT,NA,NA
AW36,GND,NA,NA
AW37,VCCINT,NA,NA
AW38,GND,NA,NA
AW39,VCCINT,NA,NA
AW4,GTYP_LPD_RXP3_103,103,GTYP
AW40,GND,NA,NA
AW41,VCCINT,NA,NA
AW42,GND,NA,NA
AW43,GND,NA,NA
AW44,GTM_REFCLKP0_202,202,GTM
AW45,GTM_REFCLKN0_202,202,GTM
AW46,GTM_AVCC_LLC,NA,GTM
AW47,GND,NA,NA
AW48,GTM_AVTT_LLC,NA,GTM
AW49,GND,NA,NA
AW5,GND,NA,NA
AW50,GND,NA,NA
AW51,GND,NA,NA
AW52,GTM_TXP3_203,203,GTM
AW53,GTM_TXN3_203,203,GTM
AW54,GND,NA,NA
AW55,GND,NA,NA
AW56,GND,NA,NA
AW57,GTM_RXP3_203,203,GTM
AW58,GTM_RXN3_203,203,GTM
AW6,GND,NA,NA
AW7,GND,NA,NA
AW8,GTYP_LPD_TXN3_103,103,GTYP
AW9,GTYP_LPD_TXP3_103,103,GTYP
AY1,GTYP_LPD_RXN1_103,103,GTYP
AY10,GTYP_LPD_TXN2_103,103,GTYP
AY11,GTYP_LPD_TXP2_103,103,GTYP
AY12,GND,NA,NA
AY13,GTYP_LPD_AVCCAUX_RS,NA,GTYP
AY14,GND,NA,NA
AY15,VCC_PSFP,NA,NA
AY16,VCC_PSFP,NA,NA
AY17,GND,NA,NA
AY18,VCC_CPM5,NA,NA
AY19,GND,NA,NA
AY2,GTYP_LPD_RXP1_103,103,GTYP
AY20,VCCINT,NA,NA
AY21,RSVDGND,NA,NA
AY22,RSVDGND,NA,NA
AY23,GND,NA,NA
AY24,VCCINT,NA,NA
AY3,GND,NA,NA
AY35,GND,NA,NA
AY36,VCCINT,NA,NA
AY37,GND,NA,NA
AY38,VCCINT,NA,NA
AY39,GND,NA,NA
AY4,GND,NA,NA
AY40,VCCINT,NA,NA
AY41,GND,NA,NA
AY42,VCCINT_GT_L,NA,NA
AY43,GND,NA,NA
AY44,GTM_AVCC_LLC,NA,GTM
AY45,GND,NA,NA
AY46,GTM_RREF_LLC,NA,GTM
AY47,GTM_AVTTRCAL_LLC,NA,GTM
AY48,GTM_AVTT_LLC,NA,GTM
AY49,GND,NA,NA
AY5,GTYP_LPD_RXN2_103,103,GTYP
AY50,GTM_TXP2_203,203,GTM
AY51,GTM_TXN2_203,203,GTM
AY52,GND,NA,NA
AY53,GND,NA,NA
AY54,GND,NA,NA
AY55,GTM_RXP2_203,203,GTM
AY56,GTM_RXN2_203,203,GTM
AY57,GND,NA,NA
AY58,GND,NA,NA
AY6,GTYP_LPD_RXP2_103,103,GTYP
AY7,GND,NA,NA
AY8,GND,NA,NA
AY9,GTYP_LPD_AVTT_RS,NA,GTYP
B10,GTYP_RXP2_109,109,GTYP
B11,GND,NA,NA
B12,GTYP_RXP3_109,109,GTYP
B13,GND,NA,NA
B14,GTYP_RXP1_110,110,GTYP
B15,GND,NA,NA
B16,GTYP_RXP3_110,110,GTYP
B17,GND,NA,NA
B18,GTYP_RXP0_111,111,GTYP
B19,GND,NA,NA
B20,GTYP_RXP1_111,111,GTYP
B21,GND,NA,NA
B22,GTYP_RXP2_111,111,GTYP
B23,GND,NA,NA
B24,GTYP_RXP3_111,111,GTYP
B25,GND,NA,NA
B26,GTYP_RXP1_112,112,GTYP
B27,GND,NA,NA
B28,GTYP_RXP3_112,112,GTYP
B29,GND,NA,NA
B3,GND,NA,NA
B30,GND,NA,NA
B31,GTYP_RXP2_212,212,GTYP
B32,GND,NA,NA
B33,GTYP_RXP0_212,212,GTYP
B34,GND,NA,NA
B35,GTYP_RXP3_211,211,GTYP
B36,GND,NA,NA
B37,GTYP_RXP2_211,211,GTYP
B38,GND,NA,NA
B39,GTYP_RXP0_211,211,GTYP
B4,GND,NA,NA
B40,GND,NA,NA
B41,GTYP_RXP2_210,210,GTYP
B42,GND,NA,NA
B43,GTYP_RXP0_210,210,GTYP
B44,GND,NA,NA
B45,GTYP_RXP3_209,209,GTYP
B46,GND,NA,NA
B47,GTYP_RXP2_209,209,GTYP
B48,GND,NA,NA
B49,GTYP_RXP1_209,209,GTYP
B5,GND,NA,NA
B50,GND,NA,NA
B51,GTYP_RXP0_209,209,GTYP
B52,GND,NA,NA
B53,GTYP_RXP3_208,208,GTYP
B54,GND,NA,NA
B55,GND,NA,NA
B56,GND,NA,NA
B6,GTYP_RXP0_109,109,GTYP
B7,GND,NA,NA
B8,GTYP_RXP1_109,109,GTYP
B9,GND,NA,NA
BA1,GND,NA,NA
BA10,GND,NA,NA
BA11,GTYP_LPD_AVCC_RS,NA,GTYP
BA12,GND,NA,NA
BA13,GND,NA,NA
BA14,GND,NA,NA
BA15,VCC_PSFP,NA,NA
BA16,GND,NA,NA
BA17,VCC_PSFP,NA,NA
BA18,GND,NA,NA
BA19,VCC_CPM5,NA,NA
BA2,GND,NA,NA
BA20,GND,NA,NA
BA21,VCCINT,NA,NA
BA22,GND,NA,NA
BA23,VCCINT,NA,NA
BA24,VCCINT,NA,NA
BA25,GND,NA,NA
BA26,VCCINT,NA,NA
BA27,VCCINT,NA,NA
BA28,GND,NA,NA
BA29,VCCINT,NA,NA
BA3,GTYP_LPD_RXN0_103,103,GTYP
BA30,VCCINT,NA,NA
BA31,GND,NA,NA
BA32,VCCINT,NA,NA
BA33,VCCINT,NA,NA
BA34,GND,NA,NA
BA35,VCCINT,NA,NA
BA36,VCCINT,NA,NA
BA37,GND,NA,NA
BA38,VCCINT,NA,NA
BA39,VCCINT,NA,NA
BA4,GTYP_LPD_RXP0_103,103,GTYP
BA40,GND,NA,NA
BA41,VCCINT,NA,NA
BA42,VCCINT,NA,NA
BA43,GND,NA,NA
BA44,GTYP_REFCLKP1_201,201,GTYP
BA45,GTYP_REFCLKN1_201,201,GTYP
BA46,GTM_AVCC_LLC,NA,GTM
BA47,GND,NA,NA
BA48,GTM_AVTT_LLC,NA,GTM
BA49,GND,NA,NA
BA5,GND,NA,NA
BA50,GND,NA,NA
BA51,GND,NA,NA
BA52,GTM_TXP1_203,203,GTM
BA53,GTM_TXN1_203,203,GTM
BA54,GND,NA,NA
BA55,GND,NA,NA
BA56,GND,NA,NA
BA57,GTM_RXP1_203,203,GTM
BA58,GTM_RXN1_203,203,GTM
BA6,GND,NA,NA
BA7,GND,NA,NA
BA8,GTYP_LPD_TXN1_103,103,GTYP
BA9,GTYP_LPD_TXP1_103,103,GTYP
BB1,GTYP_LPD_RXN3_102,102,GTYP
BB10,GTYP_LPD_TXN0_103,103,GTYP
BB11,GTYP_LPD_TXP0_103,103,GTYP
BB12,GND,NA,NA
BB13,IO_L15N_XCC_N5P1_M0P31_700,700,XPIO
BB14,IO_L15P_XCC_N5P0_M0P30_700,700,XPIO
BB15,IO_L20P_N6P4_M0P40_700,700,XPIO
BB16,GND,NA,NA
BB17,IO_L18P_XCC_N6P0_M0P36_700,700,XPIO
BB18,VCC_CPM5,NA,NA
BB19,GND,NA,NA
BB2,GTYP_LPD_RXP3_102,102,GTYP
BB20,VCCINT,NA,NA
BB21,GND,NA,NA
BB22,VCCINT,NA,NA
BB23,VCCINT,NA,NA
BB24,GND,NA,NA
BB25,VCCINT,NA,NA
BB26,VCCINT,NA,NA
BB27,GND,NA,NA
BB28,VCCINT,NA,NA
BB29,VCCINT,NA,NA
BB3,GND,NA,NA
BB30,GND,NA,NA
BB31,VCCINT,NA,NA
BB32,VCCINT,NA,NA
BB33,GND,NA,NA
BB34,VCCINT,NA,NA
BB35,VCCINT,NA,NA
BB36,GND,NA,NA
BB37,VCCINT,NA,NA
BB38,VCCINT,NA,NA
BB39,GND,NA,NA
BB4,GND,NA,NA
BB40,VCCINT,NA,NA
BB41,VCCINT,NA,NA
BB42,GND,NA,NA
BB43,GND,NA,NA
BB44,GTYP_AVCCAUX_LS,NA,GTYP
BB45,GND,NA,NA
BB46,GTYP_REFCLKP0_201,201,GTYP
BB47,GTYP_REFCLKN0_201,201,GTYP
BB48,GND,NA,NA
BB49,GND,NA,NA
BB5,GND,NA,NA
BB50,GTM_TXP0_203,203,GTM
BB51,GTM_TXN0_203,203,GTM
BB52,GND,NA,NA
BB53,GND,NA,NA
BB54,GND,NA,NA
BB55,GTM_RXP0_203,203,GTM
BB56,GTM_RXN0_203,203,GTM
BB57,GND,NA,NA
BB58,GND,NA,NA
BB6,GTYP_LPD_TXN3_102,102,GTYP
BB7,GTYP_LPD_TXP3_102,102,GTYP
BB8,GND,NA,NA
BB9,GTYP_LPD_AVTT_RS,NA,GTYP
BC1,GND,NA,NA
BC10,GND,NA,NA
BC11,GTYP_LPD_AVCC_RS,NA,GTYP
BC12,GND,NA,NA
BC13,IO_L16P_N5P2_M0P32_700,700,XPIO
BC14,GND,NA,NA
BC15,IO_L20N_N6P5_M0P41_700,700,XPIO
BC16,IO_L19N_N6P3_M0P39_700,700,XPIO
BC17,IO_L18N_XCC_N6P1_M0P37_700,700,XPIO
BC18,GND,NA,NA
BC19,VCC_SOC,NA,NA
BC2,GND,NA,NA
BC20,GND,NA,NA
BC21,VCC_SOC,NA,NA
BC22,VCC_SOC,NA,NA
BC23,GND,NA,NA
BC24,VCC_SOC,NA,NA
BC25,VCC_SOC,NA,NA
BC26,GND,NA,NA
BC27,VCC_SOC,NA,NA
BC28,VCC_IO,NA,NA
BC29,GND,NA,NA
BC3,GTYP_LPD_RXN2_102,102,GTYP
BC30,VCC_IO,NA,NA
BC31,GND,NA,NA
BC32,VCC_IO,NA,NA
BC33,GND,NA,NA
BC34,VCC_SOC,NA,NA
BC35,GND,NA,NA
BC36,VCC_SOC,NA,NA
BC37,VCC_SOC,NA,NA
BC38,GND,NA,NA
BC39,VCC_SOC,NA,NA
BC4,GTYP_LPD_RXP2_102,102,GTYP
BC40,VCC_SOC,NA,NA
BC41,GND,NA,NA
BC42,VCC_SOC,NA,NA
BC43,GND,NA,NA
BC44,GTYP_RREF_LS,NA,GTYP
BC45,GTYP_AVTTRCAL_LS,NA,GTYP
BC46,GTYP_AVCC_LS,NA,GTYP
BC47,GND,NA,NA
BC48,GTYP_AVTT_LS,NA,GTYP
BC49,GND,NA,NA
BC5,GND,NA,NA
BC50,GND,NA,NA
BC51,GND,NA,NA
BC52,GND,NA,NA
BC53,GTM_RXP3_202,202,GTM
BC54,GTM_RXN3_202,202,GTM
BC55,GND,NA,NA
BC56,GND,NA,NA
BC57,GTM_RXP2_202,202,GTM
BC58,GTM_RXN2_202,202,GTM
BC6,GND,NA,NA
BC7,GND,NA,NA
BC8,GTYP_LPD_TXN2_102,102,GTYP
BC9,GTYP_LPD_TXP2_102,102,GTYP
BD1,GTYP_LPD_RXN1_102,102,GTYP
BD10,GND,NA,NA
BD11,GND,NA,NA
BD12,GND,NA,NA
BD13,IO_L16N_N5P3_M0P33_700,700,XPIO
BD14,IO_L14P_N4P4_M0P28_700,700,XPIO
BD15,IO_L21P_XCC_N7P0_M0P42_700,700,XPIO
BD16,GND,NA,NA
BD17,IO_L19P_N6P2_M0P38_700,700,XPIO
BD18,VCC_SOC,NA,NA
BD19,GND,NA,NA
BD2,GTYP_LPD_RXP1_102,102,GTYP
BD20,VCC_SOC,NA,NA
BD21,VCC_SOC,NA,NA
BD22,GND,NA,NA
BD23,VCC_SOC,NA,NA
BD24,IO_L12P_GC_XCC_N4P0_M1P78_704,704,XPIO
BD25,GND,NA,NA
BD26,IO_L18P_XCC_N6P0_M1P90_704,704,XPIO
BD27,IO_L18N_XCC_N6P1_M1P91_704,704,XPIO
BD28,GND,NA,NA
BD29,VCC_IO,NA,NA
BD3,GND,NA,NA
BD30,GND,NA,NA
BD31,VCC_IO,NA,NA
BD32,GND,NA,NA
BD33,IO_L20P_N6P4_M2P40_706,706,XPIO
BD34,GND,NA,NA
BD35,IO_L19P_N6P2_M2P38_706,706,XPIO
BD36,IO_L18P_XCC_N6P0_M2P36_706,706,XPIO
BD37,GND,NA,NA
BD38,VCC_SOC,NA,NA
BD39,VCC_SOC,NA,NA
BD4,GND,NA,NA
BD40,GND,NA,NA
BD41,VCC_SOC,NA,NA
BD42,VCC_SOC,NA,NA
BD43,GND,NA,NA
BD44,GTYP_AVCCAUX_LS,NA,GTYP
BD45,GND,NA,NA
BD46,GTYP_REFCLKP1_200,200,GTYP
BD47,GTYP_REFCLKN1_200,200,GTYP
BD48,GTYP_AVTT_LS,NA,GTYP
BD49,GND,NA,NA
BD5,GND,NA,NA
BD50,GTM_TXP3_202,202,GTM
BD51,GTM_TXN3_202,202,GTM
BD52,GND,NA,NA
BD53,GND,NA,NA
BD54,GND,NA,NA
BD55,GTM_RXP1_202,202,GTM
BD56,GTM_RXN1_202,202,GTM
BD57,GND,NA,NA
BD58,GND,NA,NA
BD6,GTYP_LPD_TXN1_102,102,GTYP
BD7,GTYP_LPD_TXP1_102,102,GTYP
BD8,GND,NA,NA
BD9,GTYP_LPD_AVTT_RS,NA,GTYP
BE1,GND,NA,NA
BE10,GND,NA,NA
BE11,IO_L25N_N8P3_M0P51_700,700,XPIO
BE12,IO_L25P_N8P2_M0P50_700,700,XPIO
BE13,IO_L14N_N4P5_M0P29_700,700,XPIO
BE14,GND,NA,NA
BE15,IO_L21N_XCC_N7P1_M0P43_700,700,XPIO
BE16,IO_VR_700,700,NA
BE17,IO_L18P_XCC_N6P0_M1P36_703,703,XPIO
BE18,GND,NA,NA
BE19,IO_L19P_N6P2_M1P38_703,703,XPIO
BE2,GND,NA,NA
BE20,IO_L19N_N6P3_M1P39_703,703,XPIO
BE21,GND,NA,NA
BE22,IO_L20P_N6P4_M1P40_703,703,XPIO
BE23,IO_L12N_GC_XCC_N4P1_M1P79_704,704,XPIO
BE24,GND,NA,NA
BE25,IO_L19P_N6P2_M1P92_704,704,XPIO
BE26,IO_L19N_N6P3_M1P93_704,704,XPIO
BE27,GND,NA,NA
BE28,IO_L18P_XCC_N6P0_M1P144_705,705,XPIO
BE29,IO_L18N_XCC_N6P1_M1P145_705,705,XPIO
BE3,GTYP_LPD_RXN0_102,102,GTYP
BE30,GND,NA,NA
BE31,IO_L19P_N6P2_M1P146_705,705,XPIO
BE32,IO_L19N_N6P3_M1P147_705,705,XPIO
BE33,GND,NA,NA
BE34,IO_L20N_N6P5_M2P41_706,706,XPIO
BE35,IO_L19N_N6P3_M2P39_706,706,XPIO
BE36,GND,NA,NA
BE37,IO_L18N_XCC_N6P1_M2P37_706,706,XPIO
BE38,IO_L13P_N4P2_M2P80_707,707,XPIO
BE39,GND,NA,NA
BE4,GTYP_LPD_RXP0_102,102,GTYP
BE40,IO_L12P_GC_XCC_N4P0_M2P78_707,707,XPIO
BE41,IO_L12N_GC_XCC_N4P1_M2P79_707,707,XPIO
BE42,GND,NA,NA
BE43,GND,NA,NA
BE44,GTYP_REFCLKP0_200,200,GTYP
BE45,GTYP_REFCLKN0_200,200,GTYP
BE46,GTYP_AVCC_LS,NA,GTYP
BE47,GND,NA,NA
BE48,GTYP_AVTT_LS,NA,GTYP
BE49,GND,NA,NA
BE5,GND,NA,NA
BE50,GND,NA,NA
BE51,GND,NA,NA
BE52,GTM_TXP2_202,202,GTM
BE53,GTM_TXN2_202,202,GTM
BE54,GND,NA,NA
BE55,GND,NA,NA
BE56,GND,NA,NA
BE57,GTM_RXP0_202,202,GTM
BE58,GTM_RXN0_202,202,GTM
BE6,GND,NA,NA
BE7,GND,NA,NA
BE8,GTYP_LPD_TXN0_102,102,GTYP
BE9,GTYP_LPD_TXP0_102,102,GTYP
BF1,IO_L3N_XCC_N1P1_M0P7_700,700,XPIO
BF10,GND,NA,NA
BF11,GND,NA,NA
BF12,IO_L24P_GC_XCC_N8P0_M0P48_700,700,XPIO
BF13,IO_L13N_N4P3_M0P27_700,700,XPIO
BF14,IO_L13P_N4P2_M0P26_700,700,XPIO
BF15,IO_L22P_N7P2_M0P44_700,700,XPIO
BF16,GND,NA,NA
BF17,GND,NA,NA
BF18,IO_L18N_XCC_N6P1_M1P37_703,703,XPIO
BF19,IO_L22P_N7P2_M1P44_703,703,XPIO
BF2,GND,NA,NA
BF20,GND,NA,NA
BF21,IO_L21P_XCC_N7P0_M1P42_703,703,XPIO
BF22,IO_L20N_N6P5_M1P41_703,703,XPIO
BF23,GND,NA,NA
BF24,IO_L13P_N4P2_M1P80_704,704,XPIO
BF25,IO_L20P_N6P4_M1P94_704,704,XPIO
BF26,GND,NA,NA
BF27,IO_L21P_XCC_N7P0_M1P96_704,704,XPIO
BF28,IO_L22P_N7P2_M1P152_705,705,XPIO
BF29,GND,NA,NA
BF3,GND,NA,NA
BF30,IO_L21P_XCC_N7P0_M1P150_705,705,XPIO
BF31,IO_L21N_XCC_N7P1_M1P151_705,705,XPIO
BF32,GND,NA,NA
BF33,IO_L20P_N6P4_M1P148_705,705,XPIO
BF34,IO_L21P_XCC_N7P0_M2P42_706,706,XPIO
BF35,GND,NA,NA
BF36,IO_L22P_N7P2_M2P44_706,706,XPIO
BF37,IO_L23P_N7P4_M2P46_706,706,XPIO
BF38,GND,NA,NA
BF39,IO_L13N_N4P3_M2P81_707,707,XPIO
BF4,GND,NA,NA
BF40,IO_L18P_XCC_N6P0_M2P90_707,707,XPIO
BF41,GND,NA,NA
BF42,IO_L19P_N6P2_M2P92_707,707,XPIO
BF43,GND,NA,NA
BF44,GND,NA,NA
BF45,GND,NA,NA
BF46,GND,NA,NA
BF47,GND,NA,NA
BF48,GND,NA,NA
BF49,GND,NA,NA
BF5,GND,NA,NA
BF50,IO_L20P_N6P4_M2P148_708,708,XPIO
BF51,GND,NA,NA
BF52,GND,NA,NA
BF53,GND,NA,NA
BF54,GTM_TXP1_202,202,GTM
BF55,GTM_TXN1_202,202,GTM
BF56,GND,NA,NA
BF57,GND,NA,NA
BF58,GND,NA,NA
BF6,IO_L10P_N3P2_M0P20_700,700,XPIO
BF7,GND,NA,NA
BF8,GND,NA,NA
BF9,GND,NA,NA
BG1,IO_L4P_N1P2_M0P8_700,700,XPIO
BG10,IO_L26P_N8P4_M0P52_700,700,XPIO
BG11,IO_L24N_GC_XCC_N8P1_M0P49_700,700,XPIO
BG12,IO_L17N_N5P5_M0P35_700,700,XPIO
BG13,IO_L17P_N5P4_M0P34_700,700,XPIO
BG14,GND,NA,NA
BG15,IO_L22N_N7P3_M0P45_700,700,XPIO
BG16,IO_L23P_N7P4_M0P46_700,700,XPIO
BG17,IO_L23P_N7P4_M1P46_703,703,XPIO
BG18,GND,NA,NA
BG19,IO_L22N_N7P3_M1P45_703,703,XPIO
BG2,IO_L3P_XCC_N1P0_M0P6_700,700,XPIO
BG20,IO_L13P_N4P2_M1P26_703,703,XPIO
BG21,IO_L21N_XCC_N7P1_M1P43_703,703,XPIO
BG22,GND,NA,NA
BG23,IO_L14P_N4P4_M1P82_704,704,XPIO
BG24,IO_L13N_N4P3_M1P81_704,704,XPIO
BG25,IO_L20N_N6P5_M1P95_704,704,XPIO
BG26,GND,NA,NA
BG27,IO_L21N_XCC_N7P1_M1P97_704,704,XPIO
BG28,IO_L22N_N7P3_M1P153_705,705,XPIO
BG29,IO_L23P_N7P4_M1P154_705,705,XPIO
BG3,IO_L1N_N0P3_M0P3_700,700,XPIO
BG30,GND,NA,NA
BG31,IO_L12P_GC_XCC_N4P0_M1P132_705,705,XPIO
BG32,IO_L12N_GC_XCC_N4P1_M1P133_705,705,XPIO
BG33,IO_L20N_N6P5_M1P149_705,705,XPIO
BG34,GND,NA,NA
BG35,IO_L21N_XCC_N7P1_M2P43_706,706,XPIO
BG36,IO_L22N_N7P3_M2P45_706,706,XPIO
BG37,IO_L23N_N7P5_M2P47_706,706,XPIO
BG38,GND,NA,NA
BG39,IO_L14P_N4P4_M2P82_707,707,XPIO
BG4,IO_L1P_N0P2_M0P2_700,700,XPIO
BG40,IO_L14N_N4P5_M2P83_707,707,XPIO
BG41,IO_L18N_XCC_N6P1_M2P91_707,707,XPIO
BG42,GND,NA,NA
BG43,IO_L19N_N6P3_M2P93_707,707,XPIO
BG44,IO_L18P_XCC_N6P0_M2P144_708,708,XPIO
BG45,IO_L18N_XCC_N6P1_M2P145_708,708,XPIO
BG46,GND,NA,NA
BG47,IO_L19P_N6P2_M2P146_708,708,XPIO
BG48,IO_L19N_N6P3_M2P147_708,708,XPIO
BG49,IO_L20N_N6P5_M2P149_708,708,XPIO
BG5,GND,NA,NA
BG50,IO_L21P_XCC_N7P0_M2P150_708,708,XPIO
BG51,GND,NA,NA
BG52,GTM_TXP0_202,202,GTM
BG53,GTM_TXN0_202,202,GTM
BG54,GND,NA,NA
BG55,GND,NA,NA
BG56,GND,NA,NA
BG57,GTYP_RXP3_201,201,GTYP
BG58,GTYP_RXN3_201,201,GTYP
BG6,IO_L10N_N3P3_M0P21_700,700,XPIO
BG7,IO_L9P_GC_XCC_N3P0_M0P18_700,700,XPIO
BG8,IO_L6N_GC_XCC_N2P1_M0P13_700,700,XPIO
BG9,IO_L26N_N8P5_M0P53_700,700,XPIO
BH1,IO_L4N_N1P3_M0P9_700,700,XPIO
BH10,GND,NA,NA
BH11,VCCO_700,700,NA
BH12,GND,NA,NA
BH13,IO_L12N_GC_XCC_N4P1_M0P25_700,700,XPIO
BH14,IO_L12P_GC_XCC_N4P0_M0P24_700,700,XPIO
BH15,IO_L23N_N7P5_M0P47_700,700,XPIO
BH16,GND,NA,NA
BH17,IO_L23N_N7P5_M1P47_703,703,XPIO
BH18,IO_L12P_GC_XCC_N4P0_M1P24_703,703,XPIO
BH19,IO_L13N_N4P3_M1P27_703,703,XPIO
BH2,GND,NA,NA
BH20,GND,NA,NA
BH21,IO_L14P_N4P4_M1P28_703,703,XPIO
BH22,IO_L14N_N4P5_M1P29_703,703,XPIO
BH23,IO_L14N_N4P5_M1P83_704,704,XPIO
BH24,GND,NA,NA
BH25,IO_L15P_XCC_N5P0_M1P84_704,704,XPIO
BH26,IO_L15N_XCC_N5P1_M1P85_704,704,XPIO
BH27,IO_L22P_N7P2_M1P98_704,704,XPIO
BH28,GND,NA,NA
BH29,IO_L23N_N7P5_M1P155_705,705,XPIO
BH3,IO_L2P_N0P4_M0P4_700,700,XPIO
BH30,IO_L13P_N4P2_M1P134_705,705,XPIO
BH31,IO_L13N_N4P3_M1P135_705,705,XPIO
BH32,GND,NA,NA
BH33,IO_L16P_N5P2_M1P140_705,705,XPIO
BH34,IO_L12P_GC_XCC_N4P0_M2P24_706,706,XPIO
BH35,IO_L12N_GC_XCC_N4P1_M2P25_706,706,XPIO
BH36,GND,NA,NA
BH37,IO_L13P_N4P2_M2P26_706,706,XPIO
BH38,IO_L13N_N4P3_M2P27_706,706,XPIO
BH39,IO_L16P_N5P2_M2P86_707,707,XPIO
BH4,IO_L0N_XCC_N0P1_M0P1_700,700,XPIO
BH40,GND,NA,NA
BH41,IO_L15P_XCC_N5P0_M2P84_707,707,XPIO
BH42,IO_L20P_N6P4_M2P94_707,707,XPIO
